project,pullNumber,CCR,author,merged
geode,6050,"I feel like this should be a `Version` not a `KnownVersion`. That would be sufficient to support ordering comparisons. To say that this is a `KnownVersion` implies that this expression should be meaningful:

```java
(knownVersion.getClientServerProtocolVersion()).getClientServerProtocolVersion()
```

But that expression is not meaningful. The first parenthesized sub-expression is the client-server protocol version. But that thing shouldn't have a client-server protocol version (the whole expression.)

On the other hand, I can see the value of a client version knowing other stuff that a `KnownVersion` knows, such as `major`, `minor`, and `patch`. If those things are important to you then I think there are two options:

1. add some new class to hold two `KnownVersion` instances: one for the server and another for clients
2. change this field type to `Version` (and change the corresponding constructor argument type) but when you need extra `KnownVersion` info for that (ordinal) version, use `Versioning.getKnownVersionOrDefault()` to get at it.

OTOH it doesn't even make a lot of sense to talk about the major+minor+patch components of a _client-server protocol_ version since the latter does not change independently of our product versions. My option (2) might be useful for: ""looking up the most recent `KnownVersion` (a product version), in which the client-server protocol identified by a certain `Version`, changed"". But I don't foresee that being useful.",bschuchardt,True
dubbo-admin,341,`query['service'] ? query['service'] : ''` can be replaced with a simpler way `query['service'] || ''`,wolf427,True
flink,19598,"Shouldn't this class be a singleton, and have a private constructor?",masteryhx,True
hive,329,"The result may not match as txn id of source and target doesn't match. However, you can validate if txn id mapped to write id properly or not.",maheshk114,False
druid,9818,Dead code,jon-wei,True
hive,3312,nit: remove empty line,zhangbutao,True
flink,15310,better to use `IdentityHashMap`,Thesharing,False
fineract,1290,What was the reason for suppressing for this file? I didn't see anything specific why we would not be able to use... but perhaps I missed something,thesmallstar,False
beam,13137,"""allows Beam pipelines to make calls to the DICOM API of the Google Cloud Healthcare API: https://cloud.google.com/healthcare/docs/how-tos#dicom-guide"" ? the link here is better because it links to the How-to guide which is much easier for someone to follow..",Aliraza-N,True
avro,600,"This shows up as an ""Unknown configuration setting"" in Visual Studio Code. Is this for a specific plugin?

![image](https://user-images.githubusercontent.com/785131/62415304-88e78500-b5f5-11e9-8915-b2aa5f637871.png)
",pa009fa,True
skywalking,3207,Play Framework are two words.,aiyanbo,True
iotdb,6914,"The default variable is 

private double compactionProportion = 0.2;

```suggestion
  private long crossCompactionMemoryBudget = (long) (allocateMemoryForWrite * 0.2D);
```",THUMarkLau,True
dubbo,6844,"```suggestion
        for(Invoker<T> invoker: finalBitListInvokers)
```",panxiaojun233,True
iotdb,9104,"```suggestion
    synchronized (queue) {
      return queue.getNumOfBufferedTsBlocks();
    }
```",lancelly,True
shardingsphere,24209,"Could we move `Bootstrap` to `example` package?

And then merge other similar implementations to here.
",azexcy,True
incubator-paimon,30,`manifestFile.write` supports empty entries?,tsreaper,True
flink,9617,"```suggestion
You can reference a Hadoop configuration by setting the environment variable `HADOOP_CONF_DIR`.
```",azagrebin,False
flink,18427,"let's remove `""type"" : ""rexNodeExpression""` until we have something else than `RexNodeExpression`",slinkydeveloper,False
flink,13756,"Add a comment like ""Needs to be in ITCase, because depends on dummy-job-jar""?",shuiqiangchen,False
cloudstack,3976,extract from here? by name of `process- or search- or replaceChildDevices()`?,Pearl1594,True
nifi,3375,Please remove this comment if sb is not used anymore.,pushpavanthar,False
kafka,4269,"Can this be made polymorphic instead of actually checking the `PASSWORD` type here? e.g., could we simply always do `newConfig.put(key, entry.getValue().toString())` since `Password.toString()` always hides the value (in contrast to the `value()` method? I don't see a use atm, but keeping this generalizable seems potentially valuable.

wouldn't block on this, but it doesn't seem great to have to bake details of the config type into code in the `AbstractHerder` that otherwise doesn't care about it.",qiao-meng-zefr,False
beam,23085,Do you also notice the order elements of the PCollection appear in the console? Why is that? You can also run the example several times to see if the output stays the same or changes.,olehborysevych,True
beam,17406,same here,mosche,True
sedona,220,"Can you please do the following change 
(1) Create a function called readFieldName()in ShapefileReader.java (a small function similar [readBoundBox](https://github.com/DataSystemsLab/GeoSpark/blob/master/core/src/main/java/org/datasyslab/geospark/formatMapper/shapefileParser/ShapefileReader.java#L126)). This function returns a list/array of strings which are the field name.
(2) Call ShapefileReader.readFieldName in geometryDfFromShapeFile instead of having the following
```
+    val inputPath = new Path(path)
+    val fileSys = FileSystem.get(spark.sparkContext.hadoopConfiguration)
+    val dbfs = fileSys.listStatus(inputPath).filter(i => i.getPath.getName.toLowerCase.contains(""dbf""))
+    if(dbfs.length>0) {
+      val inputStream = fileSys.open(dbfs(0).getPath)
+      val dbfParser = new DbfParseUtil
+      dbfParser.parseFileHead(inputStream)
+      val x = dbfParser.getFieldDescriptors
+      val op = ""rddshape"" +: x.map(x => x.getFieldName).toSeq
```
(3) Add the necessary function call of DataFrameFactory in constructorTestScala it(""Read shapefile to DataFrame""). This will run unit test on DataFrameFactory function.",tociek,True
hive,2595,"nit: Please improve this error message. If I look at this error message in vaccum, it does not indicate where it occurred.",saihemanth-cloudera,False
accumulo,2569,"This is a change in behavior that causes it to use a different value than the user intended to specify when there is a typo, instead of erroring out. It also does so with merely an info message, and not even a warning about the error. This seems completely unrelated to this PR and could be evaluated on its own in a different PR.",EdColeman,True
iceberg,315,`IncrementalDataTableScan` to be consistent with naming,rdsr,True
pulsar,15729,And here.,liangyepianzhou,True
flink,23233,`.isEmpty();` like above,Jiabao-Sun,True
seatunnel,4626,"We can merge the two dialect classes of OceanBase and return the JdbcDialect by the `driverType` param here.

```java
public JdbcDialect create(@Nonnull String driverType) {
    if (""mysql"".equalsIgnoreCase(driverType)) {
        return new MysqlDialect();
    }
    return new OracleDialect();
}
```",changhuyan,False
flink,10684,"```suggestion
The `execute()` method will wait for the job to finish and then return  a `JobExecutionResult`, this contains execution
```",tisonkun,False
hudi,4927,nit: keyHudi -> key Hudi,kywe665,True
beam,23577,"Please use encouraging language, such as in other units. An invitation to customize an example is missing as well. If we do global max as an example, we can invite user to customize it, such as it count elements by key",sirenbyte,True
flink,12008,The com.amazonaws:aws-java-sdk-sts:1.11.754 dependency is missing here?,aroch,False
druid,13804,Nit: It would be useful to mention this property in the [extension specific docs](https://druid.apache.org/docs/latest/development/extensions-contrib/k8s-jobs.html) as well.,churromorales,False
beam,11459,"Please, add class Javadoc",bipinupd,True
iotdb,381,"why deprecated? since this is the first version, if they are not used, just remove them. Or remove this comment",SilverNarcissus,True
incubator-hugegraph,820,assert i + 1 < valParts.length,Linary,True
struts,205,"I think this is a bit misleading, I would rephrase it:
`(Only if 'struts.devMode' is enabled or a 'disabled' attribute is set 'false')`",zalsaeed,True
gobblin,3731,"everywhere below, I see `spec.getUri().toString()`... can't we simply use a URI as this map's key, as doing so additionally carries richer semantics

also: up to you, but my naming convention here would be `flowGaugeStateBySpecUri`",umustafi,True
flink,16969,"The created RocksDB instance, column family (instances of `RocksObject`) must be closed in the end of the test to avoid native resource leak. Otherwise, the test might lead to core dump.",zoltar9264,False
iotdb,692,"And this part turns to:
```
while (filter != null && !unseqFileResource.isEmpty()) {
      if (!isValid(unseqFileResource.first())) {
        unseqFileResource.pollFirst();
        continue;
      }
      break;
    }
```",liutaohua,True
hadoop,4127,"Rather than having a second map, I'd suggest adding the useObserver as part of the key and making it: Map<Pair<String,Boolean>,List<...>>",simbadzina,False
flink,5230,"Some changes, like variable name and some simplifications are pure refactorings. Those could/should go into a separate commit.",kl0u,False
